131849378	Achroia grisella
131849388	Achroia grisella
131850168	Achroia grisella
131850180	Achroia grisella
131851219	Achroia grisella
131851234	Achroia grisella
131851413	Achroia grisella
105146305	Acromyrmex echinatior
105146306	Acromyrmex echinatior
105146307	Acromyrmex echinatior
105149176	Acromyrmex echinatior
105149177	Acromyrmex echinatior
100167742	Acyrthosiphon pisum
126839157	Adelges cooleyi
126839158	Adelges cooleyi
110675126	Aedes aegypti
110676293	Aedes aegypti
110676294	Aedes aegypti
110681076	Aedes aegypti
23687552	Aedes aegypti
5570920	Aedes aegypti
5573760	Aedes aegypti
5574070	Aedes aegypti
5578841	Aedes aegypti
5578844	Aedes aegypti
5579458	Aedes aegypti
109399239	Aedes albopictus
109401354	Aedes albopictus
109422379	Aedes albopictus
109424283	Aedes albopictus
109428697	Aedes albopictus
109428699	Aedes albopictus
109429051	Aedes albopictus
109430577	Aedes albopictus
109595674	Aethina tumida
109596267	Aethina tumida
109598919	Aethina tumida
109600348	Aethina tumida
109600391	Aethina tumida
109600408	Aethina tumida
109605247	Aethina tumida
109609517	Aethina tumida
108733212	Agrilus planipennis
108736955	Agrilus planipennis
108741990	Agrilus planipennis
106135273	Amyelois transitella
106135294	Amyelois transitella
106137669	Amyelois transitella
106139245	Amyelois transitella
106139709	Amyelois transitella
106143353	Amyelois transitella
106143375	Amyelois transitella
132903456	Amyelois transitella
136863955	Anabrus simplex
136872069	Anabrus simplex
136883147	Anabrus simplex
136883158	Anabrus simplex
136883198	Anabrus simplex
136883212	Anabrus simplex
136883237	Anabrus simplex
136883245	Anabrus simplex
137500921	Anabrus simplex
128866896	Anastrepha ludens
128866912	Anastrepha ludens
128867131	Anastrepha ludens
128867179	Anastrepha ludens
128867992	Anastrepha ludens
128867993	Anastrepha ludens
128867994	Anastrepha ludens
128868409	Anastrepha ludens
128868411	Anastrepha ludens
128868412	Anastrepha ludens
128868413	Anastrepha ludens
128868414	Anastrepha ludens
128868415	Anastrepha ludens
128868753	Anastrepha ludens
128868754	Anastrepha ludens
129242012	Anastrepha obliqua
129242146	Anastrepha obliqua
129243385	Anastrepha obliqua
129243386	Anastrepha obliqua
129243433	Anastrepha obliqua
129244242	Anastrepha obliqua
129244288	Anastrepha obliqua
129244377	Anastrepha obliqua
129245368	Anastrepha obliqua
129246103	Anastrepha obliqua
129246428	Anastrepha obliqua
129246483	Anastrepha obliqua
129246486	Anastrepha obliqua
129246487	Anastrepha obliqua
129246488	Anastrepha obliqua
118460906	Anopheles albimanus
118461007	Anopheles albimanus
118461058	Anopheles albimanus
118464230	Anopheles albimanus
118465749	Anopheles albimanus
118466446	Anopheles albimanus
126570568	Anopheles aquasalis
126575058	Anopheles aquasalis
126577418	Anopheles aquasalis
126577584	Anopheles aquasalis
120895512	Anopheles arabiensis
120895513	Anopheles arabiensis
120896783	Anopheles arabiensis
120898551	Anopheles arabiensis
120898552	Anopheles arabiensis
120898553	Anopheles arabiensis
120898554	Anopheles arabiensis
120903764	Anopheles arabiensis
120905583	Anopheles arabiensis
131205246	Anopheles bellator
131205396	Anopheles bellator
131205553	Anopheles bellator
131205554	Anopheles bellator
131213309	Anopheles bellator
131213980	Anopheles bellator
131214024	Anopheles bellator
120947783	Anopheles coluzzii
120947785	Anopheles coluzzii
120947786	Anopheles coluzzii
120953341	Anopheles coluzzii
120953342	Anopheles coluzzii
120954976	Anopheles coluzzii
120960209	Anopheles coluzzii
131259249	Anopheles coustani
131262726	Anopheles coustani
131266271	Anopheles coustani
131266272	Anopheles coustani
131266358	Anopheles coustani
131266359	Anopheles coustani
131268809	Anopheles coustani
131272479	Anopheles coustani
128267021	Anopheles cruzii
128267804	Anopheles cruzii
128268393	Anopheles cruzii
128268394	Anopheles cruzii
128270086	Anopheles cruzii
128270400	Anopheles cruzii
128274044	Anopheles cruzii
128274930	Anopheles cruzii
128277866	Anopheles cruzii
128278197	Anopheles cruzii
125955105	Anopheles darlingi
125955107	Anopheles darlingi
125955940	Anopheles darlingi
125956652	Anopheles darlingi
125960121	Anopheles darlingi
125761838	Anopheles funestus
125766902	Anopheles funestus
125771352	Anopheles funestus
125771359	Anopheles funestus
125771370	Anopheles funestus
1269796	Anopheles gambiae
1269798	Anopheles gambiae
1269831	Anopheles gambiae
1269833	Anopheles gambiae
1270806	Anopheles gambiae
1271984	Anopheles gambiae
4576724	Anopheles gambiae
4576725	Anopheles gambiae
4576754	Anopheles gambiae
126558663	Anopheles maculipalpis
126558994	Anopheles maculipalpis
126559680	Anopheles maculipalpis
126560749	Anopheles maculipalpis
126563213	Anopheles maculipalpis
126563221	Anopheles maculipalpis
126563247	Anopheles maculipalpis
126563309	Anopheles maculipalpis
126567636	Anopheles maculipalpis
128707878	Anopheles marshallii
128709534	Anopheles marshallii
128709684	Anopheles marshallii
128711072	Anopheles marshallii
128711073	Anopheles marshallii
128713214	Anopheles marshallii
128713231	Anopheles marshallii
128716260	Anopheles marshallii
128716321	Anopheles marshallii
128717842	Anopheles marshallii
121589537	Anopheles merus
121592726	Anopheles merus
121592727	Anopheles merus
121594561	Anopheles merus
121594562	Anopheles merus
121594563	Anopheles merus
121594564	Anopheles merus
121600283	Anopheles merus
128304938	Anopheles moucheti
128304940	Anopheles moucheti
128305753	Anopheles moucheti
128305754	Anopheles moucheti
128307159	Anopheles moucheti
128310576	Anopheles moucheti
128722444	Anopheles nili
128724927	Anopheles nili
128725411	Anopheles nili
128726270	Anopheles nili
128726271	Anopheles nili
128729296	Anopheles nili
128732031	Anopheles nili
118504573	Anopheles stephensi
118507984	Anopheles stephensi
118510588	Anopheles stephensi
118510589	Anopheles stephensi
118511246	Anopheles stephensi
118511247	Anopheles stephensi
118516930	Anopheles stephensi
118516931	Anopheles stephensi
131284979	Anopheles ziemanni
131285735	Anopheles ziemanni
131286725	Anopheles ziemanni
131289120	Anopheles ziemanni
131290696	Anopheles ziemanni
131290954	Anopheles ziemanni
131290965	Anopheles ziemanni
131294292	Anopheles ziemanni
131294737	Anopheles ziemanni
131294739	Anopheles ziemanni
108904770	Anoplophora glabripennis
108907630	Anoplophora glabripennis
108907645	Anoplophora glabripennis
108908066	Anoplophora glabripennis
108908068	Anoplophora glabripennis
108917733	Anoplophora glabripennis
108917734	Anoplophora glabripennis
126738018	Anthonomus grandis grandis
126742154	Anthonomus grandis grandis
126745177	Anthonomus grandis grandis
126750195	Anthonomus grandis grandis
122853886	Aphidius gifuensis
122854179	Aphidius gifuensis
122857459	Aphidius gifuensis
114119505	Aphis gossypii
114119506	Aphis gossypii
108000169	Apis cerana
114577830	Apis cerana
133665867	Apis cerana
102672973	Apis dorsata
102675258	Apis dorsata
116186805	Apis dorsata
100863930	Apis florea
100868408	Apis florea
100868528	Apis florea
122714145	Apis laboriosa
113218576	Apis mellifera
409663	Apis mellifera
724899	Apis mellifera
121727784	Aricia agestis
121727953	Aricia agestis
121727955	Aricia agestis
121732318	Aricia agestis
121735286	Aricia agestis
121735287	Aricia agestis
121735289	Aricia agestis
121735290	Aricia agestis
121735985	Aricia agestis
121739669	Aricia agestis
121739670	Aricia agestis
134202536	Armigeres subalbatus
134202540	Armigeres subalbatus
134203090	Armigeres subalbatus
134203097	Armigeres subalbatus
134203380	Armigeres subalbatus
134203387	Armigeres subalbatus
134203781	Armigeres subalbatus
134214229	Armigeres subalbatus
134214231	Armigeres subalbatus
134215765	Armigeres subalbatus
134216227	Armigeres subalbatus
134222383	Armigeres subalbatus
134222842	Armigeres subalbatus
134223248	Armigeres subalbatus
105687526	Athalia rosae
105688939	Athalia rosae
105689289	Athalia rosae
105692519	Athalia rosae
105693499	Athalia rosae
105620701	Atta cephalotes
105620702	Atta cephalotes
105620751	Atta cephalotes
108685444	Atta colombica
108685449	Atta colombica
108685455	Atta colombica
134534431	Bacillus rossius redtenbacheri
134538714	Bacillus rossius redtenbacheri
134540448	Bacillus rossius redtenbacheri
134541211	Bacillus rossius redtenbacheri
134542554	Bacillus rossius redtenbacheri
